,ID,Longitude,Latitude,LL,Speed,Altitude,H_accuracy,V_accuracy,Timestamp
389706,453,-73.586989,45.519583,"(-73.586989, 45.519583)",3.978564,56.0,10.0,6.0,2017-09-21 15:20:27UTC
389730,453,-73.586977,45.519357,"(-73.586977, 45.519357)",0.995148,64.0,10.0,8.0,2017-09-21 15:20:55UTC
389739,453,-73.58715,45.519147,"(-73.58715, 45.519147)",3.151095,70.0,5.0,8.0,2017-09-21 15:21:03UTC
389758,453,-73.587279,45.51893,"(-73.587279, 45.51893)",1.541012,78.0,5.0,8.0,2017-09-21 15:21:20UTC
389766,453,-73.587099,45.518718,"(-73.587099, 45.518718)",2.564176,72.0,5.0,8.0,2017-09-21 15:21:30UTC
389768,453,-73.586766,45.518609,"(-73.586766, 45.518609)",6.035905,73.0,5.0,6.0,2017-09-21 15:21:35UTC
389775,453,-73.58622,45.518369,"(-73.58622, 45.518369)",6.42337,73.0,10.0,6.0,2017-09-21 15:21:43UTC
389780,453,-73.58592,45.518236,"(-73.58592, 45.518236)",6.281013,71.0,10.0,8.0,2017-09-21 15:21:48UTC
389785,453,-73.58563,45.518108,"(-73.58563, 45.518108)",5.318014,69.0,5.0,4.0,2017-09-21 15:21:53UTC
389789,453,-73.585313,45.517968,"(-73.585313, 45.517968)",4.537795,69.0,5.0,4.0,2017-09-21 15:22:00UTC
389798,453,-73.584946,45.517801,"(-73.584946, 45.517801)",4.714548,70.0,5.0,6.0,2017-09-21 15:22:07UTC
389800,453,-73.584636,45.517655,"(-73.584636, 45.517655)",5.117755,69.0,10.0,6.0,2017-09-21 15:22:12UTC
389808,453,-73.584352,45.517521,"(-73.584352, 45.517521)",5.167155,68.0,5.0,4.0,2017-09-21 15:22:17UTC
389811,453,-73.584032,45.517372,"(-73.584032, 45.517372)",5.279756,70.0,5.0,4.0,2017-09-21 15:22:23UTC
389818,453,-73.58373,45.517234,"(-73.58373, 45.517234)",5.426237,70.0,5.0,3.0,2017-09-21 15:22:28UTC
389822,453,-73.583453,45.517109,"(-73.583453, 45.517109)",5.290703,69.0,5.0,4.0,2017-09-21 15:22:33UTC
389829,453,-73.583142,45.516968,"(-73.583142, 45.516968)",4.964518,68.0,5.0,4.0,2017-09-21 15:22:39UTC
389835,453,-73.582834,45.516829,"(-73.582834, 45.516829)",4.350079,67.0,5.0,6.0,2017-09-21 15:22:46UTC
389840,453,-73.582534,45.51669,"(-73.582534, 45.51669)",4.852767,67.0,5.0,4.0,2017-09-21 15:22:51UTC
389844,453,-73.582217,45.516543,"(-73.582217, 45.516543)",5.565134,67.0,5.0,4.0,2017-09-21 15:22:56UTC
389849,453,-73.581904,45.516398,"(-73.581904, 45.516398)",5.977969,67.0,5.0,6.0,2017-09-21 15:23:01UTC
389854,453,-73.581613,45.516263,"(-73.581613, 45.516263)",6.115443,65.0,5.0,6.0,2017-09-21 15:23:05UTC
389858,453,-73.581312,45.516128,"(-73.581312, 45.516128)",6.485529,63.0,10.0,6.0,2017-09-21 15:23:09UTC
389861,453,-73.581014,45.515995,"(-73.581014, 45.515995)",6.725224,62.0,5.0,6.0,2017-09-21 15:23:13UTC
389868,453,-73.580271,45.515664,"(-73.580271, 45.515664)",6.853683,63.0,10.0,6.0,2017-09-21 15:23:23UTC
389871,453,-73.57996,45.515525,"(-73.57996, 45.515525)",6.895967,62.0,10.0,6.0,2017-09-21 15:23:27UTC
389878,453,-73.579249,45.515203,"(-73.579249, 45.515203)",6.38469,58.0,5.0,6.0,2017-09-21 15:23:37UTC
389881,453,-73.578862,45.515022,"(-73.578862, 45.515022)",7.469604,58.0,5.0,6.0,2017-09-21 15:23:42UTC
389885,453,-73.578562,45.514882,"(-73.578562, 45.514882)",7.000085,57.0,5.0,6.0,2017-09-21 15:23:46UTC
389893,453,-73.578115,45.514676,"(-73.578115, 45.514676)",5.370433,57.0,5.0,6.0,2017-09-21 15:23:53UTC
389896,453,-73.577785,45.514527,"(-73.577785, 45.514527)",5.407468,57.0,10.0,8.0,2017-09-21 15:23:59UTC
389899,453,-73.577514,45.514406,"(-73.577514, 45.514406)",5.725851,55.0,10.0,12.0,2017-09-21 15:24:03UTC
389906,453,-73.577227,45.514251,"(-73.577227, 45.514251)",5.902395,54.0,5.0,3.0,2017-09-21 15:24:08UTC
389908,453,-73.576956,45.514093,"(-73.576956, 45.514093)",6.182579,56.0,5.0,3.0,2017-09-21 15:24:12UTC
389913,453,-73.576657,45.513968,"(-73.576657, 45.513968)",6.045081,56.0,10.0,4.0,2017-09-21 15:24:17UTC
389918,453,-73.576389,45.513844,"(-73.576389, 45.513844)",3.237134,53.0,5.0,6.0,2017-09-21 15:24:23UTC
389942,453,-73.576086,45.513701,"(-73.576086, 45.513701)",3.672231,51.0,5.0,6.0,2017-09-21 15:24:50UTC
389945,453,-73.575794,45.513548,"(-73.575794, 45.513548)",6.135836,48.0,10.0,8.0,2017-09-21 15:24:54UTC
389953,453,-73.575189,45.513375,"(-73.575189, 45.513375)",6.744174,46.0,10.0,6.0,2017-09-21 15:25:01UTC
389955,453,-73.575131,45.513107,"(-73.575131, 45.513107)",6.890146,43.0,10.0,4.0,2017-09-21 15:25:05UTC
389958,453,-73.574695,45.513154,"(-73.574695, 45.513154)",8.068974,43.0,5.0,4.0,2017-09-21 15:25:07UTC
389963,453,-73.574401,45.513022,"(-73.574401, 45.513022)",5.92672,47.0,5.0,4.0,2017-09-21 15:25:12UTC
389967,453,-73.574116,45.512894,"(-73.574116, 45.512894)",5.827283,48.0,5.0,4.0,2017-09-21 15:25:17UTC
389972,453,-73.573835,45.512767,"(-73.573835, 45.512767)",5.425723,46.0,5.0,6.0,2017-09-21 15:25:22UTC
389976,453,-73.573411,45.512581,"(-73.573411, 45.512581)",5.425699,45.0,5.0,6.0,2017-09-21 15:25:29UTC
389982,453,-73.573089,45.512442,"(-73.573089, 45.512442)",6.003631,44.0,10.0,8.0,2017-09-21 15:25:33UTC
389983,453,-73.5728,45.512317,"(-73.5728, 45.512317)",6.58124,43.0,10.0,6.0,2017-09-21 15:25:37UTC
389988,453,-73.572455,45.512167,"(-73.572455, 45.512167)",6.505805,43.0,10.0,8.0,2017-09-21 15:25:42UTC
389994,453,-73.572132,45.512025,"(-73.572132, 45.512025)",6.199293,40.0,10.0,6.0,2017-09-21 15:25:47UTC
389999,453,-73.571834,45.511893,"(-73.571834, 45.511893)",5.885416,39.0,5.0,4.0,2017-09-21 15:25:52UTC
390004,453,-73.571548,45.511769,"(-73.571548, 45.511769)",5.512893,39.0,5.0,6.0,2017-09-21 15:25:57UTC
390016,453,-73.571564,45.511528,"(-73.571564, 45.511528)",3.022545,49.0,10.0,6.0,2017-09-21 15:26:09UTC
390026,453,-73.571655,45.511295,"(-73.571655, 45.511295)",3.951449,46.0,10.0,6.0,2017-09-21 15:26:15UTC
390032,453,-73.571933,45.511166,"(-73.571933, 45.511166)",4.186043,47.0,5.0,6.0,2017-09-21 15:26:18UTC
390038,453,-73.572182,45.510934,"(-73.572182, 45.510934)",5.012282,48.0,10.0,6.0,2017-09-21 15:26:23UTC
390048,453,-73.572538,45.510692,"(-73.572538, 45.510692)",4.796807,47.0,5.0,4.0,2017-09-21 15:26:30UTC
390053,453,-73.572721,45.510506,"(-73.572721, 45.510506)",4.651215,52.0,5.0,4.0,2017-09-21 15:26:36UTC
390061,453,-73.572909,45.51031,"(-73.572909, 45.51031)",4.840146,56.0,5.0,4.0,2017-09-21 15:26:40UTC
390066,453,-73.573134,45.510071,"(-73.573134, 45.510071)",6.09677,58.0,5.0,4.0,2017-09-21 15:26:45UTC
390076,453,-73.573329,45.509864,"(-73.573329, 45.509864)",5.575939,55.0,5.0,6.0,2017-09-21 15:26:49UTC
390086,453,-73.573521,45.509659,"(-73.573521, 45.509659)",4.948287,55.0,10.0,6.0,2017-09-21 15:26:55UTC
390094,453,-73.573804,45.509354,"(-73.573804, 45.509354)",5.637936,54.0,10.0,8.0,2017-09-21 15:27:01UTC
390104,453,-73.574013,45.509125,"(-73.574013, 45.509125)",4.936473,55.0,5.0,4.0,2017-09-21 15:27:06UTC
390113,453,-73.574193,45.508929,"(-73.574193, 45.508929)",3.645368,57.0,5.0,4.0,2017-09-21 15:27:13UTC
390145,453,-73.57431,45.508668,"(-73.57431, 45.508668)",1.589943,61.0,5.0,3.0,2017-09-21 15:27:36UTC
390154,453,-73.574464,45.508452,"(-73.574464, 45.508452)",2.700232,61.0,5.0,6.0,2017-09-21 15:27:44UTC
390174,453,-73.57465,45.508242,"(-73.57465, 45.508242)",1.908177,56.0,10.0,6.0,2017-09-21 15:27:58UTC
390180,453,-73.574808,45.508028,"(-73.574808, 45.508028)",3.682731,59.0,5.0,4.0,2017-09-21 15:28:03UTC
390187,453,-73.574944,45.507811,"(-73.574944, 45.507811)",4.22142,51.0,5.0,4.0,2017-09-21 15:28:08UTC
390193,453,-73.57517,45.507594,"(-73.57517, 45.507594)",4.128021,50.0,5.0,6.0,2017-09-21 15:28:13UTC
390198,453,-73.575354,45.507392,"(-73.575354, 45.507392)",4.620362,50.0,10.0,8.0,2017-09-21 15:28:18UTC
390210,453,-73.575556,45.507201,"(-73.575556, 45.507201)",4.723942,52.0,10.0,8.0,2017-09-21 15:28:23UTC
390214,453,-73.575782,45.507007,"(-73.575782, 45.507007)",4.98003,53.0,5.0,4.0,2017-09-21 15:28:27UTC
390218,453,-73.57594,45.50681,"(-73.57594, 45.50681)",5.266745,52.0,5.0,3.0,2017-09-21 15:28:31UTC
390225,453,-73.576113,45.506603,"(-73.576113, 45.506603)",4.951964,53.0,5.0,6.0,2017-09-21 15:28:36UTC
390236,453,-73.576309,45.506399,"(-73.576309, 45.506399)",4.095213,53.0,5.0,6.0,2017-09-21 15:28:43UTC
390251,453,-73.575976,45.506203,"(-73.575976, 45.506203)",3.316945,42.0,5.0,8.0,2017-09-21 15:28:53UTC
390255,453,-73.575758,45.506005,"(-73.575758, 45.506005)",6.330875,40.0,10.0,6.0,2017-09-21 15:28:57UTC
390264,453,-73.575272,45.505521,"(-73.575272, 45.505521)",6.590945,38.0,10.0,6.0,2017-09-21 15:29:06UTC
390271,453,-73.574951,45.50544,"(-73.574951, 45.50544)",3.258583,35.0,10.0,6.0,2017-09-21 15:29:12UTC
390278,453,-73.574614,45.5054,"(-73.574614, 45.5054)",4.539839,32.0,10.0,6.0,2017-09-21 15:29:18UTC
390282,453,-73.574355,45.505237,"(-73.574355, 45.505237)",5.366616,33.0,10.0,6.0,2017-09-21 15:29:23UTC
390289,453,-73.573995,45.505185,"(-73.573995, 45.505185)",5.546962,31.0,10.0,8.0,2017-09-21 15:29:29UTC
390294,453,-73.573676,45.505031,"(-73.573676, 45.505031)",5.470685,30.0,10.0,8.0,2017-09-21 15:29:33UTC
390373,453,-73.573379,45.504943,"(-73.573379, 45.504943)",3.459215,45.0,5.0,8.0,2017-09-21 15:30:32UTC
390380,453,-73.573098,45.504778,"(-73.573098, 45.504778)",5.030776,44.0,10.0,8.0,2017-09-21 15:30:37UTC
390386,453,-73.5729,45.504592,"(-73.5729, 45.504592)",5.370715,44.0,10.0,12.0,2017-09-21 15:30:42UTC
390449,453,-73.572679,45.504781,"(-73.572679, 45.504781)",1.505194,71.0,10.0,12.0,2017-09-21 15:31:25UTC
390466,453,-73.57264,45.504552,"(-73.57264, 45.504552)",2.456716,65.0,10.0,16.0,2017-09-21 15:31:33UTC
390475,453,-73.572576,45.504329,"(-73.572576, 45.504329)",3.059994,73.0,10.0,16.0,2017-09-21 15:31:39UTC
390490,453,-73.572788,45.504108,"(-73.572788, 45.504108)",3.183331,77.0,10.0,12.0,2017-09-21 15:31:45UTC
390496,453,-73.573009,45.503891,"(-73.573009, 45.503891)",3.346114,71.0,10.0,12.0,2017-09-21 15:31:47UTC
390502,453,-73.573242,45.503726,"(-73.573242, 45.503726)",4.197173,70.0,10.0,12.0,2017-09-21 15:31:50UTC
390520,453,-73.573532,45.503608,"(-73.573532, 45.503608)",1.049976,80.0,10.0,12.0,2017-09-21 15:32:01UTC
390552,453,-73.573441,45.503372,"(-73.573441, 45.503372)",3.773778,79.0,10.0,12.0,2017-09-21 15:32:19UTC
390557,453,-73.573251,45.503191,"(-73.573251, 45.503191)",5.25066,76.0,10.0,12.0,2017-09-21 15:32:22UTC
390561,453,-73.573055,45.503011,"(-73.573055, 45.503011)",5.922814,70.0,10.0,12.0,2017-09-21 15:32:26UTC
390632,453,-73.572759,45.502915,"(-73.572759, 45.502915)",2.076401,57.0,10.0,8.0,2017-09-21 15:33:11UTC
390672,453,-73.572757,45.502676,"(-73.572757, 45.502676)",2.21011,59.0,10.0,12.0,2017-09-21 15:33:34UTC
390680,453,-73.572939,45.502485,"(-73.572939, 45.502485)",3.844575,66.0,10.0,12.0,2017-09-21 15:33:39UTC
390690,453,-73.573207,45.502355,"(-73.573207, 45.502355)",3.564586,76.0,10.0,16.0,2017-09-21 15:33:45UTC
390699,453,-73.573437,45.502135,"(-73.573437, 45.502135)",3.868404,78.0,10.0,16.0,2017-09-21 15:33:50UTC
390707,453,-73.573645,45.50196,"(-73.573645, 45.50196)",4.02006,89.0,10.0,12.0,2017-09-21 15:33:55UTC
390715,453,-73.57387,45.501794,"(-73.57387, 45.501794)",4.297549,88.0,10.0,12.0,2017-09-21 15:33:59UTC
390725,453,-73.574183,45.501556,"(-73.574183, 45.501556)",4.62046,87.0,10.0,8.0,2017-09-21 15:34:03UTC
390733,453,-73.57441,45.501369,"(-73.57441, 45.501369)",5.014771,83.0,10.0,8.0,2017-09-21 15:34:06UTC
390807,453,-73.574625,45.501196,"(-73.574625, 45.501196)",3.119928,89.0,5.0,8.0,2017-09-21 15:34:49UTC
390817,453,-73.574808,45.500966,"(-73.574808, 45.500966)",4.818096,85.0,10.0,8.0,2017-09-21 15:34:54UTC
390824,453,-73.57501,45.50076,"(-73.57501, 45.50076)",4.716695,84.0,10.0,12.0,2017-09-21 15:34:58UTC
390834,453,-73.575224,45.500547,"(-73.575224, 45.500547)",4.768618,86.0,10.0,8.0,2017-09-21 15:35:03UTC
390847,453,-73.575368,45.500339,"(-73.575368, 45.500339)",4.655965,83.0,10.0,8.0,2017-09-21 15:35:08UTC
390850,453,-73.575565,45.500143,"(-73.575565, 45.500143)",4.729175,80.0,10.0,8.0,2017-09-21 15:35:11UTC
390862,453,-73.575751,45.499947,"(-73.575751, 45.499947)",4.897446,81.0,10.0,12.0,2017-09-21 15:35:16UTC
390875,453,-73.576045,45.49976,"(-73.576045, 45.49976)",5.720098,81.0,10.0,8.0,2017-09-21 15:35:21UTC
390883,453,-73.576253,45.499485,"(-73.576253, 45.499485)",5.957271,77.0,10.0,6.0,2017-09-21 15:35:25UTC
390893,453,-73.576398,45.499257,"(-73.576398, 45.499257)",6.327852,76.0,10.0,6.0,2017-09-21 15:35:29UTC
390910,453,-73.576584,45.499047,"(-73.576584, 45.499047)",1.743891,80.0,10.0,12.0,2017-09-21 15:35:39UTC
390975,453,-73.576806,45.498856,"(-73.576806, 45.498856)",2.643893,69.0,10.0,8.0,2017-09-21 15:36:15UTC
390987,453,-73.577004,45.498631,"(-73.577004, 45.498631)",3.740496,58.0,10.0,12.0,2017-09-21 15:36:19UTC
390997,453,-73.577146,45.498404,"(-73.577146, 45.498404)",4.712446,59.0,10.0,12.0,2017-09-21 15:36:23UTC
391005,453,-73.577344,45.498141,"(-73.577344, 45.498141)",4.037534,58.0,5.0,6.0,2017-09-21 15:36:29UTC
391018,453,-73.57755,45.497926,"(-73.57755, 45.497926)",5.126623,58.0,5.0,4.0,2017-09-21 15:36:33UTC
391027,453,-73.577739,45.497697,"(-73.577739, 45.497697)",6.826511,59.0,5.0,4.0,2017-09-21 15:36:37UTC
391039,453,-73.577955,45.497494,"(-73.577955, 45.497494)",4.88606,61.0,10.0,4.0,2017-09-21 15:36:43UTC
391050,453,-73.57816,45.497264,"(-73.57816, 45.497264)",4.172742,60.0,10.0,6.0,2017-09-21 15:36:47UTC
391056,453,-73.578406,45.497109,"(-73.578406, 45.497109)",5.695061,61.0,10.0,6.0,2017-09-21 15:36:50UTC
391066,453,-73.57867,45.496941,"(-73.57867, 45.496941)",6.07947,62.0,10.0,6.0,2017-09-21 15:36:55UTC
391076,453,-73.578742,45.496712,"(-73.578742, 45.496712)",5.873919,63.0,10.0,6.0,2017-09-21 15:36:59UTC
391087,453,-73.578801,45.496449,"(-73.578801, 45.496449)",4.818964,62.0,10.0,8.0,2017-09-21 15:37:06UTC
391102,453,-73.578934,45.496169,"(-73.578934, 45.496169)",5.287123,68.0,10.0,12.0,2017-09-21 15:37:13UTC
391111,453,-73.579132,45.495954,"(-73.579132, 45.495954)",2.294024,74.0,10.0,12.0,2017-09-21 15:37:20UTC
391186,453,-73.579191,45.49571,"(-73.579191, 45.49571)",1.814184,71.0,10.0,8.0,2017-09-21 15:37:59UTC
391196,453,-73.579498,45.495457,"(-73.579498, 45.495457)",4.397812,74.0,10.0,12.0,2017-09-21 15:38:03UTC
391205,453,-73.579747,45.49526,"(-73.579747, 45.49526)",4.708302,77.0,10.0,12.0,2017-09-21 15:38:08UTC
391212,453,-73.580001,45.495109,"(-73.580001, 45.495109)",5.2348,79.0,10.0,8.0,2017-09-21 15:38:11UTC
391218,453,-73.580316,45.494912,"(-73.580316, 45.494912)",7.097454,75.0,10.0,6.0,2017-09-21 15:38:14UTC
391228,453,-73.580499,45.494662,"(-73.580499, 45.494662)",6.659767,74.0,10.0,6.0,2017-09-21 15:38:19UTC
391238,453,-73.580723,45.494428,"(-73.580723, 45.494428)",2.499032,78.0,10.0,6.0,2017-09-21 15:38:27UTC
391256,453,-73.580967,45.494221,"(-73.580967, 45.494221)",1.666018,76.0,10.0,6.0,2017-09-21 15:38:36UTC
391264,453,-73.581206,45.494017,"(-73.581206, 45.494017)",2.621157,65.0,10.0,6.0,2017-09-21 15:38:41UTC
391276,453,-73.581422,45.493833,"(-73.581422, 45.493833)",2.555538,65.0,10.0,6.0,2017-09-21 15:38:46UTC
391329,453,-73.581646,45.493642,"(-73.581646, 45.493642)",2.020011,65.0,10.0,6.0,2017-09-21 15:39:13UTC
391340,453,-73.581979,45.493358,"(-73.581979, 45.493358)",2.7173,59.0,10.0,8.0,2017-09-21 15:39:17UTC
391357,453,-73.582267,45.493113,"(-73.582267, 45.493113)",2.163293,75.0,10.0,6.0,2017-09-21 15:39:27UTC
391364,453,-73.582493,45.49292,"(-73.582493, 45.49292)",5.649846,73.0,10.0,6.0,2017-09-21 15:39:30UTC
391370,453,-73.582771,45.492683,"(-73.582771, 45.492683)",6.10957,68.0,10.0,6.0,2017-09-21 15:39:33UTC
391381,453,-73.583081,45.492419,"(-73.583081, 45.492419)",6.889906,67.0,5.0,6.0,2017-09-21 15:39:37UTC
391401,453,-73.583503,45.49206,"(-73.583503, 45.49206)",6.44894,67.0,5.0,4.0,2017-09-21 15:39:45UTC
391408,453,-73.583713,45.49188,"(-73.583713, 45.49188)",6.016115,66.0,5.0,4.0,2017-09-21 15:39:49UTC
391417,453,-73.58395,45.491679,"(-73.58395, 45.491679)",5.643935,67.0,5.0,3.0,2017-09-21 15:39:54UTC
391428,453,-73.584228,45.491443,"(-73.584228, 45.491443)",5.914946,69.0,5.0,4.0,2017-09-21 15:39:59UTC
391436,453,-73.584463,45.491244,"(-73.584463, 45.491244)",6.053674,66.0,5.0,4.0,2017-09-21 15:40:03UTC
391446,453,-73.584676,45.491064,"(-73.584676, 45.491064)",5.530413,68.0,5.0,4.0,2017-09-21 15:40:08UTC
391454,453,-73.584944,45.490838,"(-73.584944, 45.490838)",4.747872,66.0,5.0,4.0,2017-09-21 15:40:13UTC
391464,453,-73.585168,45.490648,"(-73.585168, 45.490648)",5.24621,68.0,10.0,4.0,2017-09-21 15:40:18UTC
391470,453,-73.58541,45.490444,"(-73.58541, 45.490444)",5.204829,66.0,10.0,6.0,2017-09-21 15:40:23UTC
391479,453,-73.585674,45.490221,"(-73.585674, 45.490221)",4.917606,73.0,10.0,8.0,2017-09-21 15:40:28UTC
391505,453,-73.585848,45.490022,"(-73.585848, 45.490022)",4.601792,67.0,10.0,8.0,2017-09-21 15:40:42UTC
391512,453,-73.585602,45.49025,"(-73.585602, 45.49025)",4.35403,65.0,10.0,12.0,2017-09-21 15:40:44UTC
391517,453,-73.585366,45.48971,"(-73.585366, 45.48971)",3.92158,67.0,10.0,12.0,2017-09-21 15:40:47UTC
391564,453,-73.585199,45.489483,"(-73.585199, 45.489483)",2.576612,72.0,10.0,12.0,2017-09-21 15:41:10UTC
391570,453,-73.584821,45.48939,"(-73.584821, 45.48939)",3.458729,57.0,10.0,12.0,2017-09-21 15:41:13UTC
391582,453,-73.584521,45.489223,"(-73.584521, 45.489223)",5.385185,49.0,10.0,8.0,2017-09-21 15:41:18UTC
391592,453,-73.584267,45.489085,"(-73.584267, 45.489085)",4.976135,50.0,10.0,8.0,2017-09-21 15:41:23UTC
391616,453,-73.584133,45.488875,"(-73.584133, 45.488875)",1.509991,51.0,10.0,12.0,2017-09-21 15:41:37UTC
640821,479,-73.5572946,45.4987009,"(-73.5572946, 45.4987009)",0.0,,19.798999786377,0.0,2017-09-22 21:23:43UTC
640988,479,-73.5576136,45.4984267,"(-73.5576136, 45.4984267)",0.0,,19.7759990692139,0.0,2017-09-22 21:24:16UTC
641308,479,-73.5579665,45.4980063,"(-73.5579665, 45.4980063)",0.0,,20.3449993133545,0.0,2017-09-22 21:25:12UTC
641481,479,-73.5587701,45.497709,"(-73.5587701, 45.497709)",0.0,,21.9610004425049,0.0,2017-09-22 21:25:42UTC
642080,479,-73.5596506,45.4978578,"(-73.5596506, 45.4978578)",0.0,,21.382999420166,0.0,2017-09-22 21:27:16UTC
642434,479,-73.5601615,45.4985663,"(-73.5601615, 45.4985663)",0.0,,23.1620006561279,0.0,2017-09-22 21:28:10UTC
642514,479,-73.5603556259,45.4982914512,"(-73.5603556259, 45.4982914512)",1.6253721714,,8.0,0.0,2017-09-22 21:28:21UTC
642770,479,-73.5606959392,45.4984365357,"(-73.5606959392, 45.4984365357)",1.2135877609,,3.0,0.0,2017-09-22 21:28:59UTC
642851,479,-73.5612948,45.4993289,"(-73.5612948, 45.4993289)",0.0,,22.1700000762939,0.0,2017-09-22 21:29:10UTC
642928,479,-73.560973496,45.4985946128,"(-73.560973496, 45.4985946128)",1.1958886385,,3.0,0.0,2017-09-22 21:29:22UTC
643078,479,-73.5613388501,45.498707888,"(-73.5613388501, 45.498707888)",1.263792038,,3.0,0.0,2017-09-22 21:29:44UTC
643233,479,-73.5616866858,45.4988460964,"(-73.5616866858, 45.4988460964)",1.1895605326,,4.0,0.0,2017-09-22 21:30:07UTC
643401,479,-73.5620026258,45.4990114165,"(-73.5620026258, 45.4990114165)",1.1450630426,,4.0,0.0,2017-09-22 21:30:31UTC
643554,479,-73.5623443824,45.4991666744,"(-73.5623443824, 45.4991666744)",1.2198936939,,3.0,0.0,2017-09-22 21:30:56UTC
643929,479,-73.5626052473,45.4993674398,"(-73.5626052473, 45.4993674398)",1.2565190792,,4.0,0.0,2017-09-22 21:31:58UTC
644105,479,-73.5629208211,45.4995340489,"(-73.5629208211, 45.4995340489)",1.0627676249,,4.0,0.0,2017-09-22 21:32:26UTC
644406,479,-73.5632391358,45.4997002017,"(-73.5632391358, 45.4997002017)",0.9004628658,,6.0,0.0,2017-09-22 21:33:18UTC
644539,479,-73.5634947411,45.499920935,"(-73.5634947411, 45.499920935)",1.1491469145,,8.0,0.0,2017-09-22 21:33:40UTC
644700,479,-73.5637955745,45.5000998617,"(-73.5637955745, 45.5000998617)",0.773907721,,6.0,0.0,2017-09-22 21:34:05UTC
644839,479,-73.5639951688,45.5003343171,"(-73.5639951688, 45.5003343171)",1.1022450924,,6.0,0.0,2017-09-22 21:34:28UTC
644928,479,-73.5643159096,45.500486517,"(-73.5643159096, 45.500486517)",1.0016502142,,6.0,0.0,2017-09-22 21:34:43UTC
645096,479,-73.5646029405,45.5006736579,"(-73.5646029405, 45.5006736579)",0.9790543914,,6.0,0.0,2017-09-22 21:35:10UTC
645246,479,-73.5648655344,45.5008937276,"(-73.5648655344, 45.5008937276)",1.0825741291,,8.0,0.0,2017-09-22 21:35:38UTC
645494,479,-73.5651185381,45.5011200572,"(-73.5651185381, 45.5011200572)",0.7666868567,,6.0,0.0,2017-09-22 21:36:21UTC
645899,479,-73.5656242,45.5008179,"(-73.5656242, 45.5008179)",0.0,,19.2569999694824,0.0,2017-09-22 21:37:29UTC
645985,479,-73.5649144293,45.5008151213,"(-73.5649144293, 45.5008151213)",0.338427484,,16.0,0.0,2017-09-22 21:37:41UTC
646062,479,-73.5658685,45.5008917,"(-73.5658685, 45.5008917)",0.0,,20.8519992828369,0.0,2017-09-22 21:37:52UTC
646140,479,-73.5648040657,45.5009508768,"(-73.5648040657, 45.5009508768)",0.7244666815,,24.0,0.0,2017-09-22 21:38:04UTC
646223,479,-73.5659407,45.5009024,"(-73.5659407, 45.5009024)",0.0,,19.6879997253418,0.0,2017-09-22 21:38:20UTC
646454,479,-73.5664566,45.5009595,"(-73.5664566, 45.5009595)",0.0,,19.8770008087158,0.0,2017-09-22 21:38:56UTC
646672,479,-73.5669641,45.5005429,"(-73.5669641, 45.5005429)",0.0,,22.253999710083,0.0,2017-09-22 21:39:30UTC
647025,479,-73.5676681,45.5003254,"(-73.5676681, 45.5003254)",0.0,,20.5979995727539,0.0,2017-09-22 21:40:30UTC
647237,479,-73.5681153,45.5004103,"(-73.5681153, 45.5004103)",0.0,,19.7140007019043,0.0,2017-09-22 21:41:05UTC
647351,479,-73.5684932,45.5003242,"(-73.5684932, 45.5003242)",0.0,,19.568000793457,0.0,2017-09-22 21:41:23UTC
647583,479,-73.5687448,45.5005409,"(-73.5687448, 45.5005409)",0.0,,22.0459995269775,0.0,2017-09-22 21:42:01UTC
647701,479,-73.5689416,45.5008062,"(-73.5689416, 45.5008062)",0.0,,19.6749992370605,0.0,2017-09-22 21:42:20UTC
647917,479,-73.5693955,45.5008353,"(-73.5693955, 45.5008353)",0.0,,13.1979999542236,0.0,2017-09-22 21:42:54UTC
648195,479,-73.5698016,45.5009896,"(-73.5698016, 45.5009896)",0.0,,15.6470003128052,0.0,2017-09-22 21:43:41UTC
648502,479,-73.5704121,45.5016183,"(-73.5704121, 45.5016183)",0.0,,19.7450008392334,0.0,2017-09-22 21:44:29UTC
648686,479,-73.5708183,45.5017727,"(-73.5708183, 45.5017727)",0.0,,19.5009994506836,0.0,2017-09-22 21:44:59UTC
648792,479,-73.5714603,45.5015271,"(-73.5714603, 45.5015271)",0.0,,19.5729999542236,0.0,2017-09-22 21:45:16UTC
649210,479,-73.5716998,45.5011655,"(-73.5716998, 45.5011655)",0.0,,19.6749992370605,0.0,2017-09-22 21:46:26UTC
649316,479,-73.5720284,45.5007414,"(-73.5720284, 45.5007414)",0.0,,20.3619995117188,0.0,2017-09-22 21:46:43UTC
649667,479,-73.572464,45.5004465,"(-73.572464, 45.5004465)",0.0,,21.3579998016357,0.0,2017-09-22 21:47:39UTC
649880,479,-73.572793,45.5001548,"(-73.572793, 45.5001548)",0.0,,20.9680004119873,0.0,2017-09-22 21:48:13UTC
650258,479,-73.5732696,45.4997904,"(-73.5732696, 45.4997904)",0.0,,22.5669994354248,0.0,2017-09-22 21:49:17UTC
650559,479,-73.5736738589,45.4995303725,"(-73.5736738589, 45.4995303725)",1.4045050144,,24.0,0.0,2017-09-22 21:50:05UTC
650792,479,-73.573795867,45.4992608551,"(-73.573795867, 45.4992608551)",0.6604867578,,16.0,0.0,2017-09-22 21:50:39UTC
