,ID,Longitude,Latitude,LL,Speed,Altitude,H_accuracy,V_accuracy,Timestamp
222240,440,-73.707878,45.473631,"(-73.707878, 45.473631)",28.34,42.923953,5.0,3.0,2017-09-20 13:32:50UTC
222252,440,-73.708867,45.472896,"(-73.708867, 45.472896)",27.99,42.145622,5.0,3.0,2017-09-20 13:32:54UTC
222266,440,-73.70985,45.472162,"(-73.70985, 45.472162)",27.52,41.346248,5.0,4.0,2017-09-20 13:32:58UTC
222279,440,-73.71079,45.471441,"(-73.71079, 45.471441)",27.110001,40.198712,5.0,3.0,2017-09-20 13:33:02UTC
222295,440,-73.711737,45.470716,"(-73.711737, 45.470716)",27.309999,40.036425,5.0,3.0,2017-09-20 13:33:06UTC
222306,440,-73.712679,45.469995,"(-73.712679, 45.469995)",26.58,39.157198,5.0,3.0,2017-09-20 13:33:10UTC
222321,440,-73.713835,45.469128,"(-73.713835, 45.469128)",26.549999,39.187209,5.0,3.0,2017-09-20 13:33:15UTC
222339,440,-73.714971,45.468278,"(-73.714971, 45.468278)",26.24,38.843677,5.0,3.0,2017-09-20 13:33:20UTC
222358,440,-73.716075,45.467383,"(-73.716075, 45.467383)",26.959999,38.877764,5.0,4.0,2017-09-20 13:33:25UTC
222375,440,-73.717257,45.466497,"(-73.717257, 45.466497)",27.610001,39.140295,5.0,4.0,2017-09-20 13:33:30UTC
222392,440,-73.718506,45.465587,"(-73.718506, 45.465587)",28.309999,37.368002,5.0,3.0,2017-09-20 13:33:35UTC
222404,440,-73.71951,45.464844,"(-73.71951, 45.464844)",27.959999,35.968106,5.0,3.0,2017-09-20 13:33:39UTC
222417,440,-73.720766,45.463921,"(-73.720766, 45.463921)",28.92,35.021694,5.0,3.0,2017-09-20 13:33:44UTC
222428,440,-73.722074,45.462985,"(-73.722074, 45.462985)",28.82,34.951939,5.0,3.0,2017-09-20 13:33:49UTC
222443,440,-73.72307,45.462255,"(-73.72307, 45.462255)",28.040001,34.163108,5.0,3.0,2017-09-20 13:33:53UTC
222456,440,-73.724064,45.461539,"(-73.724064, 45.461539)",27.32,33.681649,5.0,3.0,2017-09-20 13:33:57UTC
222468,440,-73.725063,45.460827,"(-73.725063, 45.460827)",27.49,33.375669,5.0,3.0,2017-09-20 13:34:01UTC
222478,440,-73.726076,45.460117,"(-73.726076, 45.460117)",27.75,32.777583,5.0,3.0,2017-09-20 13:34:05UTC
222493,440,-73.727398,45.459256,"(-73.727398, 45.459256)",28.1,31.939673,5.0,3.0,2017-09-20 13:34:10UTC
222503,440,-73.728432,45.458613,"(-73.728432, 45.458613)",26.43,30.920145,5.0,3.0,2017-09-20 13:34:14UTC
222514,440,-73.729404,45.458028,"(-73.729404, 45.458028)",24.459999,29.613229,5.0,3.0,2017-09-20 13:34:18UTC
222527,440,-73.730828,45.457241,"(-73.730828, 45.457241)",23.780001,28.698674,5.0,3.0,2017-09-20 13:34:24UTC
222540,440,-73.731797,45.456707,"(-73.731797, 45.456707)",23.559999,29.193841,5.0,3.0,2017-09-20 13:34:28UTC
222548,440,-73.732687,45.456201,"(-73.732687, 45.456201)",21.73,27.851585,5.0,3.0,2017-09-20 13:34:32UTC
222561,440,-73.733502,45.455734,"(-73.733502, 45.455734)",19.93,27.171789,5.0,3.0,2017-09-20 13:34:36UTC
222572,440,-73.734224,45.455289,"(-73.734224, 45.455289)",17.639999,26.197345,5.0,3.0,2017-09-20 13:34:40UTC
222584,440,-73.734878,45.454981,"(-73.734878, 45.454981)",8.57,24.597259,5.0,3.0,2017-09-20 13:34:45UTC
222602,440,-73.7355,45.455336,"(-73.7355, 45.455336)",13.02,26.30354,5.0,3.0,2017-09-20 13:34:51UTC
222623,440,-73.736272,45.455833,"(-73.736272, 45.455833)",12.41,26.672617,5.0,3.0,2017-09-20 13:34:57UTC
222644,440,-73.736875,45.455799,"(-73.736875, 45.455799)",10.84,25.888819,5.0,3.0,2017-09-20 13:35:03UTC
222658,440,-73.737451,45.455388,"(-73.737451, 45.455388)",13.64,27.596573,5.0,3.0,2017-09-20 13:35:08UTC
222683,440,-73.738264,45.454799,"(-73.738264, 45.454799)",8.34,27.333763,5.0,3.0,2017-09-20 13:35:15UTC
222705,440,-73.737979,45.454382,"(-73.737979, 45.454382)",11.73,28.345808,5.0,3.0,2017-09-20 13:35:23UTC
222722,440,-73.737387,45.453985,"(-73.737387, 45.453985)",12.95,31.809796,5.0,3.0,2017-09-20 13:35:28UTC
222740,440,-73.736855,45.453417,"(-73.736855, 45.453417)",12.58,34.940528,5.0,3.0,2017-09-20 13:35:34UTC
222753,440,-73.736853,45.452899,"(-73.736853, 45.452899)",10.2,30.050648,5.0,3.0,2017-09-20 13:35:39UTC
222765,440,-73.736892,45.452646,"(-73.736892, 45.452646)",4.05,26.428588,5.0,3.0,2017-09-20 13:35:43UTC
222867,440,-73.736305,45.45274,"(-73.736305, 45.45274)",11.63,29.459657,5.0,3.0,2017-09-20 13:36:14UTC
222884,440,-73.73577,45.453167,"(-73.73577, 45.453167)",12.92,29.999645,5.0,3.0,2017-09-20 13:36:19UTC
222901,440,-73.735064,45.453675,"(-73.735064, 45.453675)",13.7,29.684086,5.0,3.0,2017-09-20 13:36:25UTC
222912,440,-73.734586,45.454015,"(-73.734586, 45.454015)",13.05,29.115104,5.0,3.0,2017-09-20 13:36:29UTC
222931,440,-73.733875,45.454538,"(-73.733875, 45.454538)",14.8,29.459463,5.0,3.0,2017-09-20 13:36:35UTC
222949,440,-73.732959,45.455167,"(-73.732959, 45.455167)",18.17,30.127979,5.0,4.0,2017-09-20 13:36:41UTC
222964,440,-73.731914,45.45592,"(-73.731914, 45.45592)",20.82,31.299797,5.0,3.0,2017-09-20 13:36:47UTC
222976,440,-73.731148,45.456459,"(-73.731148, 45.456459)",20.940001,31.64522,5.0,3.0,2017-09-20 13:36:51UTC
222988,440,-73.730413,45.456982,"(-73.730413, 45.456982)",20.209999,30.951711,5.0,3.0,2017-09-20 13:36:55UTC
223006,440,-73.729718,45.457463,"(-73.729718, 45.457463)",17.860001,30.972257,5.0,4.0,2017-09-20 13:36:59UTC
223024,440,-73.728703,45.458135,"(-73.728703, 45.458135)",19.59,31.645324,5.0,4.0,2017-09-20 13:37:05UTC
483390,451,-73.590026,45.545358,"(-73.590026, 45.545358)",5.62,66.401459,10.0,3.0,2017-09-22 00:23:21UTC
483395,451,-73.590223,45.545129,"(-73.590223, 45.545129)",7.24,66.369354,10.0,4.0,2017-09-22 00:23:25UTC
483406,451,-73.59055,45.54466,"(-73.59055, 45.54466)",9.09,64.493866,10.0,3.0,2017-09-22 00:23:31UTC
483421,451,-73.590983,45.544165,"(-73.590983, 45.544165)",8.76,64.729523,10.0,3.0,2017-09-22 00:23:38UTC
483434,451,-73.591336,45.543761,"(-73.591336, 45.543761)",8.9,64.85379,5.0,4.0,2017-09-22 00:23:44UTC
483443,451,-73.591796,45.543233,"(-73.591796, 45.543233)",8.68,65.988251,10.0,4.0,2017-09-22 00:23:51UTC
483454,451,-73.592199,45.542774,"(-73.592199, 45.542774)",9.26,65.620819,5.0,4.0,2017-09-22 00:23:58UTC
483465,451,-73.592586,45.542337,"(-73.592586, 45.542337)",9.11,66.225067,5.0,4.0,2017-09-22 00:24:04UTC
483476,451,-73.592996,45.541872,"(-73.592996, 45.541872)",8.78,65.66391,10.0,4.0,2017-09-22 00:24:11UTC
483560,451,-73.593575,45.541749,"(-73.593575, 45.541749)",4.22,66.912262,10.0,4.0,2017-09-22 00:24:51UTC
483575,451,-73.594191,45.54206,"(-73.594191, 45.54206)",10.88,66.768951,10.0,4.0,2017-09-22 00:24:57UTC
483583,451,-73.594981,45.542433,"(-73.594981, 45.542433)",12.0,65.033661,10.0,3.0,2017-09-22 00:25:03UTC
483597,451,-73.595686,45.542755,"(-73.595686, 45.542755)",9.61,62.24704,10.0,3.0,2017-09-22 00:25:09UTC
483609,451,-73.596271,45.543026,"(-73.596271, 45.543026)",7.92,60.069794,10.0,3.0,2017-09-22 00:25:15UTC
483668,451,-73.596528,45.543185,"(-73.596528, 45.543185)",0.27,59.664093,5.0,3.0,2017-09-22 00:25:44UTC
483680,451,-73.597272,45.543508,"(-73.597272, 45.543508)",11.12,59.065033,5.0,3.0,2017-09-22 00:25:53UTC
483692,451,-73.598042,45.543878,"(-73.598042, 45.543878)",11.92,57.84903,5.0,4.0,2017-09-22 00:25:59UTC
483698,451,-73.598696,45.544194,"(-73.598696, 45.544194)",12.46,56.640839,5.0,4.0,2017-09-22 00:26:04UTC
483710,451,-73.599574,45.544595,"(-73.599574, 45.544595)",13.46,54.681915,5.0,4.0,2017-09-22 00:26:10UTC
483717,451,-73.600161,45.54485,"(-73.600161, 45.54485)",13.4,54.465057,5.0,3.0,2017-09-22 00:26:14UTC
483732,451,-73.601086,45.545257,"(-73.601086, 45.545257)",14.48,53.187042,5.0,4.0,2017-09-22 00:26:20UTC
483737,451,-73.601668,45.545535,"(-73.601668, 45.545535)",13.47,52.511017,5.0,4.0,2017-09-22 00:26:24UTC
483744,451,-73.602329,45.545877,"(-73.602329, 45.545877)",12.43,52.701935,5.0,3.0,2017-09-22 00:26:29UTC
483763,451,-73.603004,45.546166,"(-73.603004, 45.546166)",10.28,52.814301,10.0,3.0,2017-09-22 00:26:35UTC
483773,451,-73.603306,45.546299,"(-73.603306, 45.546299)",6.91,52.141449,10.0,4.0,2017-09-22 00:26:39UTC
483823,451,-73.603652,45.546231,"(-73.603652, 45.546231)",4.82,52.67099,10.0,4.0,2017-09-22 00:26:59UTC
483834,451,-73.603846,45.546022,"(-73.603846, 45.546022)",6.88,52.781525,10.0,4.0,2017-09-22 00:27:03UTC
483871,451,-73.604063,45.545742,"(-73.604063, 45.545742)",3.84,54.055511,10.0,3.0,2017-09-22 00:27:18UTC
483881,451,-73.603699,45.545573,"(-73.603699, 45.545573)",8.22,53.845001,10.0,4.0,2017-09-22 00:27:23UTC
483896,451,-73.603061,45.545276,"(-73.603061, 45.545276)",10.43,54.120148,10.0,4.0,2017-09-22 00:27:29UTC
483909,451,-73.602388,45.544963,"(-73.602388, 45.544963)",8.97,54.757599,10.0,4.0,2017-09-22 00:27:35UTC
483925,451,-73.601806,45.544692,"(-73.601806, 45.544692)",11.19,54.854523,10.0,4.0,2017-09-22 00:27:40UTC
483938,451,-73.601168,45.544395,"(-73.601168, 45.544395)",8.75,55.070953,10.0,4.0,2017-09-22 00:27:47UTC
483950,451,-73.600833,45.544239,"(-73.600833, 45.544239)",6.92,55.05838,10.0,4.0,2017-09-22 00:27:51UTC
483964,451,-73.600797,45.543974,"(-73.600797, 45.543974)",5.76,55.693695,10.0,4.0,2017-09-22 00:27:58UTC
483982,451,-73.601298,45.543436,"(-73.601298, 45.543436)",9.24,55.563019,10.0,4.0,2017-09-22 00:28:06UTC
484003,451,-73.601691,45.543002,"(-73.601691, 45.543002)",9.7,55.311554,10.0,4.0,2017-09-22 00:28:12UTC
484020,451,-73.602089,45.542573,"(-73.602089, 45.542573)",9.42,55.542755,10.0,4.0,2017-09-22 00:28:18UTC
484050,451,-73.602568,45.542054,"(-73.602568, 45.542054)",7.62,56.016632,10.0,4.0,2017-09-22 00:28:28UTC
484063,451,-73.602771,45.541832,"(-73.602771, 45.541832)",5.17,56.086517,10.0,4.0,2017-09-22 00:28:33UTC
484091,451,-73.60295,45.541637,"(-73.60295, 45.541637)",0.94,56.52182,10.0,4.0,2017-09-22 00:28:43UTC
484110,451,-73.603292,45.541628,"(-73.603292, 45.541628)",5.23,56.079071,10.0,4.0,2017-09-22 00:28:47UTC
484116,451,-73.60364,45.541782,"(-73.60364, 45.541782)",7.05,55.22226,10.0,4.0,2017-09-22 00:28:52UTC
484135,451,-73.604346,45.542095,"(-73.604346, 45.542095)",9.9,54.758026,10.0,4.0,2017-09-22 00:28:58UTC
484147,451,-73.604947,45.542362,"(-73.604947, 45.542362)",9.89,53.563019,10.0,4.0,2017-09-22 00:29:04UTC
484168,451,-73.605573,45.542639,"(-73.605573, 45.542639)",8.75,53.417389,10.0,4.0,2017-09-22 00:29:10UTC
484187,451,-73.606225,45.542928,"(-73.606225, 45.542928)",8.51,53.380768,10.0,4.0,2017-09-22 00:29:17UTC
484209,451,-73.60652,45.543059,"(-73.60652, 45.543059)",4.04,53.418671,10.0,4.0,2017-09-22 00:29:24UTC
484222,451,-73.606343,45.543275,"(-73.606343, 45.543275)",3.29,53.298859,10.0,4.0,2017-09-22 00:29:29UTC
484237,451,-73.60616,45.543468,"(-73.60616, 45.543468)",3.8,53.004303,10.0,4.0,2017-09-22 00:29:34UTC
484260,451,-73.605961,45.54369,"(-73.605961, 45.54369)",4.27,53.026154,10.0,4.0,2017-09-22 00:29:42UTC
484268,451,-73.605723,45.543956,"(-73.605723, 45.543956)",6.82,52.970917,10.0,4.0,2017-09-22 00:29:47UTC
484284,451,-73.605548,45.54415,"(-73.605548, 45.54415)",5.99,53.504974,10.0,4.0,2017-09-22 00:29:51UTC
484445,451,-73.605581,45.543925,"(-73.605581, 45.543925)",1.05,57.671173,5.0,3.0,2017-09-22 00:30:58UTC
484493,451,-73.605786,45.54375,"(-73.605786, 45.54375)",0.58,58.186737,5.0,3.0,2017-09-22 00:31:18UTC
388855,453,-73.598742,45.540662,"(-73.598742, 45.540662)",3.755493,64.0,5.0,6.0,2017-09-21 15:08:02UTC
388862,453,-73.598451,45.540519,"(-73.598451, 45.540519)",4.75287,68.0,5.0,6.0,2017-09-21 15:08:07UTC
388872,453,-73.598138,45.540367,"(-73.598138, 45.540367)",4.670471,69.0,5.0,6.0,2017-09-21 15:08:13UTC
388880,453,-73.597859,45.540244,"(-73.597859, 45.540244)",4.762431,70.0,5.0,6.0,2017-09-21 15:08:18UTC
388888,453,-73.597582,45.540066,"(-73.597582, 45.540066)",4.570014,71.0,5.0,6.0,2017-09-21 15:08:23UTC
388895,453,-73.597328,45.539917,"(-73.597328, 45.539917)",4.630599,71.0,5.0,4.0,2017-09-21 15:08:28UTC
388907,453,-73.597031,45.539767,"(-73.597031, 45.539767)",4.595625,70.0,5.0,4.0,2017-09-21 15:08:34UTC
388917,453,-73.596733,45.539621,"(-73.596733, 45.539621)",4.545889,68.0,5.0,6.0,2017-09-21 15:08:40UTC
388923,453,-73.596422,45.539475,"(-73.596422, 45.539475)",4.855154,68.0,5.0,6.0,2017-09-21 15:08:46UTC
388933,453,-73.596167,45.539335,"(-73.596167, 45.539335)",4.90218,66.0,5.0,6.0,2017-09-21 15:08:51UTC
388940,453,-73.595854,45.539181,"(-73.595854, 45.539181)",4.949831,66.0,5.0,4.0,2017-09-21 15:08:57UTC
388946,453,-73.595931,45.538926,"(-73.595931, 45.538926)",5.019543,67.0,5.0,4.0,2017-09-21 15:09:03UTC
388951,453,-73.596131,45.53871,"(-73.596131, 45.53871)",5.041684,70.0,5.0,4.0,2017-09-21 15:09:08UTC
388959,453,-73.596285,45.538503,"(-73.596285, 45.538503)",5.610305,68.0,5.0,3.0,2017-09-21 15:09:12UTC
388962,453,-73.596532,45.538317,"(-73.596532, 45.538317)",5.512309,68.0,5.0,4.0,2017-09-21 15:09:17UTC
388969,453,-73.596701,45.538109,"(-73.596701, 45.538109)",5.381883,69.0,5.0,6.0,2017-09-21 15:09:22UTC
388978,453,-73.596829,45.537875,"(-73.596829, 45.537875)",5.103728,67.0,5.0,6.0,2017-09-21 15:09:28UTC
388987,453,-73.597042,45.53769,"(-73.597042, 45.53769)",3.260822,68.0,5.0,3.0,2017-09-21 15:09:35UTC
388994,453,-73.597238,45.537488,"(-73.597238, 45.537488)",4.052056,71.0,5.0,3.0,2017-09-21 15:09:40UTC
388999,453,-73.597417,45.537267,"(-73.597417, 45.537267)",4.988954,70.0,10.0,6.0,2017-09-21 15:09:45UTC
389011,453,-73.597844,45.536858,"(-73.597844, 45.536858)",5.630162,68.0,5.0,4.0,2017-09-21 15:09:55UTC
389015,453,-73.598024,45.536662,"(-73.598024, 45.536662)",5.495874,68.0,5.0,4.0,2017-09-21 15:10:00UTC
389017,453,-73.598186,45.536468,"(-73.598186, 45.536468)",5.566824,67.0,5.0,6.0,2017-09-21 15:10:03UTC
389023,453,-73.598411,45.536307,"(-73.598411, 45.536307)",5.795038,65.0,5.0,6.0,2017-09-21 15:10:07UTC
389027,453,-73.598536,45.536077,"(-73.598536, 45.536077)",5.541724,70.0,5.0,6.0,2017-09-21 15:10:12UTC
389032,453,-73.598698,45.535846,"(-73.598698, 45.535846)",5.246306,73.0,5.0,6.0,2017-09-21 15:10:17UTC
389040,453,-73.598941,45.535684,"(-73.598941, 45.535684)",3.499412,72.0,5.0,6.0,2017-09-21 15:10:23UTC
389053,453,-73.599197,45.535418,"(-73.599197, 45.535418)",3.991495,70.0,5.0,6.0,2017-09-21 15:10:41UTC
389060,453,-73.599392,45.535232,"(-73.599392, 45.535232)",3.873243,73.0,5.0,6.0,2017-09-21 15:10:48UTC
389069,453,-73.599591,45.535034,"(-73.599591, 45.535034)",3.363965,74.0,5.0,6.0,2017-09-21 15:10:56UTC
389078,453,-73.599767,45.53483,"(-73.599767, 45.53483)",3.865231,74.0,5.0,6.0,2017-09-21 15:11:02UTC
389112,453,-73.599898,45.534604,"(-73.599898, 45.534604)",2.760297,75.0,5.0,3.0,2017-09-21 15:11:40UTC
389118,453,-73.600095,45.534364,"(-73.600095, 45.534364)",5.283773,77.0,5.0,3.0,2017-09-21 15:11:46UTC
389125,453,-73.600283,45.534171,"(-73.600283, 45.534171)",6.002627,75.0,5.0,3.0,2017-09-21 15:11:51UTC
389130,453,-73.600464,45.533976,"(-73.600464, 45.533976)",6.017179,77.0,5.0,3.0,2017-09-21 15:11:55UTC
389133,453,-73.600648,45.533791,"(-73.600648, 45.533791)",5.978944,73.0,5.0,3.0,2017-09-21 15:11:59UTC
389142,453,-73.600878,45.53358,"(-73.600878, 45.53358)",6.045838,75.0,5.0,3.0,2017-09-21 15:12:04UTC
389146,453,-73.601042,45.533382,"(-73.601042, 45.533382)",5.98643,75.0,5.0,4.0,2017-09-21 15:12:08UTC
389151,453,-73.601292,45.533161,"(-73.601292, 45.533161)",6.252103,72.0,5.0,6.0,2017-09-21 15:12:13UTC
389160,453,-73.601618,45.532752,"(-73.601618, 45.532752)",6.912414,71.0,10.0,8.0,2017-09-21 15:12:20UTC
389164,453,-73.601831,45.532535,"(-73.601831, 45.532535)",7.313621,71.0,10.0,8.0,2017-09-21 15:12:24UTC
389168,453,-73.602044,45.532327,"(-73.602044, 45.532327)",6.991273,70.0,5.0,6.0,2017-09-21 15:12:28UTC
389172,453,-73.602259,45.532108,"(-73.602259, 45.532108)",7.029999,69.0,5.0,6.0,2017-09-21 15:12:32UTC
389179,453,-73.602452,45.531885,"(-73.602452, 45.531885)",7.030145,67.0,5.0,4.0,2017-09-21 15:12:36UTC
389183,453,-73.602567,45.531656,"(-73.602567, 45.531656)",6.580337,71.0,5.0,4.0,2017-09-21 15:12:40UTC
389189,453,-73.602772,45.531418,"(-73.602772, 45.531418)",6.202011,73.0,5.0,4.0,2017-09-21 15:12:45UTC
389192,453,-73.602951,45.531212,"(-73.602951, 45.531212)",6.229887,74.0,5.0,4.0,2017-09-21 15:12:49UTC
389200,453,-73.603246,45.531067,"(-73.603246, 45.531067)",6.502622,74.0,5.0,3.0,2017-09-21 15:12:53UTC
389207,453,-73.603607,45.530666,"(-73.603607, 45.530666)",6.737699,74.0,5.0,4.0,2017-09-21 15:13:01UTC
389216,453,-73.603917,45.530338,"(-73.603917, 45.530338)",5.317688,75.0,5.0,3.0,2017-09-21 15:13:10UTC
389225,453,-73.604132,45.530106,"(-73.604132, 45.530106)",5.933922,74.0,5.0,3.0,2017-09-21 15:13:15UTC
389232,453,-73.604375,45.529846,"(-73.604375, 45.529846)",5.91339,73.0,5.0,3.0,2017-09-21 15:13:21UTC
389238,453,-73.604593,45.529615,"(-73.604593, 45.529615)",5.959043,71.0,5.0,3.0,2017-09-21 15:13:26UTC
389241,453,-73.604784,45.529413,"(-73.604784, 45.529413)",5.62207,72.0,5.0,6.0,2017-09-21 15:13:31UTC
389250,453,-73.60498,45.529205,"(-73.60498, 45.529205)",5.683679,73.0,5.0,4.0,2017-09-21 15:13:36UTC
389255,453,-73.605177,45.52901,"(-73.605177, 45.52901)",5.455066,73.0,5.0,6.0,2017-09-21 15:13:41UTC
389323,453,-73.605291,45.528756,"(-73.605291, 45.528756)",1.978662,75.0,5.0,4.0,2017-09-21 15:14:42UTC
389328,453,-73.604997,45.528627,"(-73.604997, 45.528627)",5.995944,73.0,5.0,4.0,2017-09-21 15:14:46UTC
389335,453,-73.604405,45.528346,"(-73.604405, 45.528346)",7.517517,67.0,5.0,3.0,2017-09-21 15:14:54UTC
389344,453,-73.60381,45.528086,"(-73.60381, 45.528086)",6.189436,68.0,5.0,3.0,2017-09-21 15:15:02UTC
389349,453,-73.603507,45.527965,"(-73.603507, 45.527965)",5.4414,70.0,5.0,3.0,2017-09-21 15:15:07UTC
389372,453,-73.603303,45.527785,"(-73.603303, 45.527785)",0.787633,69.0,5.0,3.0,2017-09-21 15:15:22UTC
389377,453,-73.60349,45.527559,"(-73.60349, 45.527559)",4.43257,71.0,5.0,3.0,2017-09-21 15:15:27UTC
389386,453,-73.60368,45.527351,"(-73.60368, 45.527351)",4.555501,70.0,5.0,3.0,2017-09-21 15:15:33UTC
389393,453,-73.603444,45.527198,"(-73.603444, 45.527198)",4.404861,70.0,5.0,4.0,2017-09-21 15:15:39UTC
389398,453,-73.603145,45.527045,"(-73.603145, 45.527045)",5.327177,67.0,5.0,4.0,2017-09-21 15:15:44UTC
389403,453,-73.602857,45.52691,"(-73.602857, 45.52691)",5.507088,64.0,5.0,6.0,2017-09-21 15:15:49UTC
389412,453,-73.602559,45.526743,"(-73.602559, 45.526743)",4.640419,66.0,5.0,6.0,2017-09-21 15:15:56UTC
389418,453,-73.602212,45.526613,"(-73.602212, 45.526613)",4.770617,66.0,5.0,6.0,2017-09-21 15:16:02UTC
389425,453,-73.601917,45.526507,"(-73.601917, 45.526507)",5.045106,65.0,5.0,6.0,2017-09-21 15:16:07UTC
389430,453,-73.60165,45.526382,"(-73.60165, 45.526382)",5.122771,67.0,5.0,3.0,2017-09-21 15:16:12UTC
389435,453,-73.601274,45.526187,"(-73.601274, 45.526187)",5.193567,66.0,10.0,6.0,2017-09-21 15:16:17UTC
389443,453,-73.600993,45.526073,"(-73.600993, 45.526073)",5.561175,63.0,10.0,6.0,2017-09-21 15:16:22UTC
389447,453,-73.60078,45.52587,"(-73.60078, 45.52587)",5.632112,63.0,5.0,6.0,2017-09-21 15:16:26UTC
389455,453,-73.600441,45.525714,"(-73.600441, 45.525714)",4.505027,68.0,5.0,4.0,2017-09-21 15:16:33UTC
389457,453,-73.60017,45.525589,"(-73.60017, 45.525589)",5.012009,68.0,5.0,4.0,2017-09-21 15:16:36UTC
389460,453,-73.599893,45.525462,"(-73.599893, 45.525462)",5.137375,65.0,5.0,4.0,2017-09-21 15:16:41UTC
389468,453,-73.599575,45.525315,"(-73.599575, 45.525315)",4.957937,66.0,5.0,6.0,2017-09-21 15:16:47UTC
389480,453,-73.599038,45.525068,"(-73.599038, 45.525068)",3.04051,68.0,5.0,6.0,2017-09-21 15:16:58UTC
389489,453,-73.598709,45.524918,"(-73.598709, 45.524918)",6.527848,66.0,5.0,6.0,2017-09-21 15:17:06UTC
389492,453,-73.598417,45.524787,"(-73.598417, 45.524787)",6.761555,66.0,5.0,6.0,2017-09-21 15:17:10UTC
389500,453,-73.59808,45.524636,"(-73.59808, 45.524636)",6.65992,63.0,5.0,6.0,2017-09-21 15:17:15UTC
389504,453,-73.597782,45.524502,"(-73.597782, 45.524502)",6.62281,61.0,5.0,6.0,2017-09-21 15:17:19UTC
389509,453,-73.597495,45.524373,"(-73.597495, 45.524373)",6.570882,65.0,5.0,6.0,2017-09-21 15:17:23UTC
389514,453,-73.597204,45.524242,"(-73.597204, 45.524242)",6.519563,65.0,5.0,8.0,2017-09-21 15:17:27UTC
389517,453,-73.596923,45.524116,"(-73.596923, 45.524116)",6.425776,63.0,5.0,4.0,2017-09-21 15:17:31UTC
389522,453,-73.596617,45.523978,"(-73.596617, 45.523978)",6.412448,58.0,5.0,3.0,2017-09-21 15:17:35UTC
389527,453,-73.596325,45.523847,"(-73.596325, 45.523847)",6.418212,60.0,5.0,4.0,2017-09-21 15:17:39UTC
389530,453,-73.596002,45.523702,"(-73.596002, 45.523702)",6.269481,61.0,5.0,4.0,2017-09-21 15:17:44UTC
389538,453,-73.595714,45.523572,"(-73.595714, 45.523572)",6.071088,61.0,5.0,4.0,2017-09-21 15:17:48UTC
389547,453,-73.595435,45.523447,"(-73.595435, 45.523447)",6.054939,60.0,10.0,6.0,2017-09-21 15:17:52UTC
389554,453,-73.595158,45.523322,"(-73.595158, 45.523322)",5.290777,58.0,5.0,6.0,2017-09-21 15:17:58UTC
389566,453,-73.594869,45.523194,"(-73.594869, 45.523194)",2.939117,68.0,10.0,6.0,2017-09-21 15:18:08UTC
389576,453,-73.59454,45.523048,"(-73.59454, 45.523048)",5.702238,67.0,5.0,6.0,2017-09-21 15:18:13UTC
389581,453,-73.59423,45.522912,"(-73.59423, 45.522912)",6.612817,66.0,10.0,6.0,2017-09-21 15:18:17UTC
389587,453,-73.593951,45.522788,"(-73.593951, 45.522788)",6.280747,64.0,5.0,4.0,2017-09-21 15:18:21UTC
389594,453,-73.59338,45.522536,"(-73.59338, 45.522536)",4.797532,61.0,5.0,3.0,2017-09-21 15:18:31UTC
389600,453,-73.59307,45.5224,"(-73.59307, 45.5224)",4.407107,68.0,5.0,3.0,2017-09-21 15:18:38UTC
389604,453,-73.592787,45.522275,"(-73.592787, 45.522275)",4.933643,67.0,5.0,4.0,2017-09-21 15:18:43UTC
389609,453,-73.592506,45.522167,"(-73.592506, 45.522167)",5.075287,70.0,5.0,4.0,2017-09-21 15:18:48UTC
389616,453,-73.592202,45.522029,"(-73.592202, 45.522029)",4.787714,73.0,5.0,4.0,2017-09-21 15:18:55UTC
389621,453,-73.591944,45.521887,"(-73.591944, 45.521887)",4.473359,74.0,5.0,6.0,2017-09-21 15:19:01UTC
389631,453,-73.591614,45.521713,"(-73.591614, 45.521713)",3.32774,75.0,5.0,4.0,2017-09-21 15:19:12UTC
389638,453,-73.591365,45.521531,"(-73.591365, 45.521531)",6.574918,72.0,5.0,6.0,2017-09-21 15:19:16UTC
389646,453,-73.591027,45.521467,"(-73.591027, 45.521467)",6.70249,69.0,10.0,6.0,2017-09-21 15:19:22UTC
389652,453,-73.5904,45.521187,"(-73.5904, 45.521187)",6.286999,64.0,10.0,8.0,2017-09-21 15:19:31UTC
389657,453,-73.590071,45.521038,"(-73.590071, 45.521038)",5.953981,61.0,10.0,6.0,2017-09-21 15:19:35UTC
389667,453,-73.589785,45.520906,"(-73.589785, 45.520906)",6.170752,62.0,5.0,6.0,2017-09-21 15:19:44UTC
389675,453,-73.588915,45.520524,"(-73.588915, 45.520524)",6.146667,61.0,10.0,6.0,2017-09-21 15:19:51UTC
389679,453,-73.588739,45.520296,"(-73.588739, 45.520296)",6.473019,57.0,10.0,8.0,2017-09-21 15:19:55UTC
389687,453,-73.588103,45.520117,"(-73.588103, 45.520117)",6.540687,55.0,5.0,4.0,2017-09-21 15:20:03UTC
389691,453,-73.587806,45.519982,"(-73.587806, 45.519982)",6.035701,55.0,5.0,4.0,2017-09-21 15:20:08UTC
389695,453,-73.587478,45.519896,"(-73.587478, 45.519896)",4.716597,55.0,5.0,4.0,2017-09-21 15:20:14UTC
389701,453,-73.587236,45.519743,"(-73.587236, 45.519743)",3.416005,55.0,10.0,6.0,2017-09-21 15:20:21UTC
